State_Result_ID,Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
2138,07_2019,GA,H_HSP_RATING,9,20,71
2139,07_2019,GA,H_QUIET_HSP,8,25,67
2140,07_2019,GA,H_RECMND,6,24,70
2141,07_2019,HI,H_CLEAN_HSP,6,17,77
2142,07_2019,HI,H_COMP_1,6,15,79
2143,07_2019,HI,H_COMP_2,5,13,82
2144,07_2019,HI,H_COMP_3,9,23,68
2145,07_2019,HI,H_COMP_5,19,18,63
2146,07_2019,HI,H_COMP_6,14,0,86
2147,07_2019,HI,H_COMP_7,6,42,52
2148,07_2019,HI,H_HSP_RATING,9,20,71
2149,07_2019,HI,H_QUIET_HSP,10,30,60
2150,07_2019,HI,H_RECMND,5,23,72
2151,07_2019,IA,H_CLEAN_HSP,4,16,80
2152,07_2019,IA,H_COMP_1,2,15,83
2153,07_2019,IA,H_COMP_2,3,13,84
2154,07_2019,IA,H_COMP_3,5,22,73
2155,07_2019,IA,H_COMP_5,13,19,68
2156,07_2019,IA,H_COMP_6,11,0,89
2157,07_2019,IA,H_COMP_7,3,41,56
2158,07_2019,IA,H_HSP_RATING,5,16,79
2159,07_2019,IA,H_QUIET_HSP,6,27,67
2160,07_2019,IA,H_RECMND,2,22,76
2161,07_2019,ID,H_CLEAN_HSP,5,14,81
2162,07_2019,ID,H_COMP_1,3,15,82
2163,07_2019,ID,H_COMP_2,3,13,84
2164,07_2019,ID,H_COMP_3,5,20,75
2165,07_2019,ID,H_COMP_5,14,17,69
2166,07_2019,ID,H_COMP_6,11,0,89
2167,07_2019,ID,H_COMP_7,4,40,56
2168,07_2019,ID,H_HSP_RATING,6,17,77
2169,07_2019,ID,H_QUIET_HSP,8,29,63
2170,07_2019,ID,H_RECMND,3,21,76
2171,07_2019,IL,H_CLEAN_HSP,7,17,76
2172,07_2019,IL,H_COMP_1,4,15,81
2173,07_2019,IL,H_COMP_2,5,14,81
2174,07_2019,IL,H_COMP_3,8,23,69
2175,07_2019,IL,H_COMP_5,17,17,66
2176,07_2019,IL,H_COMP_6,13,0,87
2177,07_2019,IL,H_COMP_7,5,42,53
2178,07_2019,IL,H_HSP_RATING,8,20,72
2179,07_2019,IL,H_QUIET_HSP,9,29,62
2180,07_2019,IL,H_RECMND,5,25,70
2181,07_2019,IN,H_CLEAN_HSP,6,17,77
2182,07_2019,IN,H_COMP_1,3,16,81
2183,07_2019,IN,H_COMP_2,4,15,81
2184,07_2019,IN,H_COMP_3,7,22,71
2185,07_2019,IN,H_COMP_5,17,18,65
2186,07_2019,IN,H_COMP_6,12,0,88
2187,07_2019,IN,H_COMP_7,4,41,55
2188,07_2019,IN,H_HSP_RATING,7,18,75
2189,07_2019,IN,H_QUIET_HSP,9,30,61
2190,07_2019,IN,H_RECMND,4,23,73
2191,07_2019,KS,H_CLEAN_HSP,5,15,80
2192,07_2019,KS,H_COMP_1,3,14,83
2193,07_2019,KS,H_COMP_2,3,13,84
2194,07_2019,KS,H_COMP_3,5,18,77
2195,07_2019,KS,H_COMP_5,14,18,68
2196,07_2019,KS,H_COMP_6,13,0,87
2197,07_2019,KS,H_COMP_7,3,40,57
2198,07_2019,KS,H_HSP_RATING,6,16,78
2199,07_2019,KS,H_QUIET_HSP,7,26,67
2200,07_2019,KS,H_RECMND,3,20,77
2201,07_2019,KY,H_CLEAN_HSP,8,17,75
2202,07_2019,KY,H_COMP_1,4,15,81
2203,07_2019,KY,H_COMP_2,4,13,83
2204,07_2019,KY,H_COMP_3,9,21,70
2205,07_2019,KY,H_COMP_5,17,16,67
2206,07_2019,KY,H_COMP_6,13,0,87
2207,07_2019,KY,H_COMP_7,4,42,54
2208,07_2019,KY,H_HSP_RATING,8,20,72
2209,07_2019,KY,H_QUIET_HSP,9,27,64
2210,07_2019,KY,H_RECMND,5,25,70
2211,07_2019,LA,H_CLEAN_HSP,8,15,77
2212,07_2019,LA,H_COMP_1,4,11,85
2213,07_2019,LA,H_COMP_2,4,10,86
2214,07_2019,LA,H_COMP_3,9,16,75
2215,07_2019,LA,H_COMP_5,14,15,71
2216,07_2019,LA,H_COMP_6,13,0,87
2217,07_2019,LA,H_COMP_7,4,38,58
2218,07_2019,LA,H_HSP_RATING,7,16,77
2219,07_2019,LA,H_QUIET_HSP,7,20,73
2220,07_2019,LA,H_RECMND,4,20,76
2221,07_2019,MA,H_CLEAN_HSP,9,20,71
2222,07_2019,MA,H_COMP_1,4,15,81
2223,07_2019,MA,H_COMP_2,5,15,80
2224,07_2019,MA,H_COMP_3,9,26,65
2225,07_2019,MA,H_COMP_5,18,18,64
2226,07_2019,MA,H_COMP_6,11,0,89
2227,07_2019,MA,H_COMP_7,5,43,52
2228,07_2019,MA,H_HSP_RATING,7,22,71
2229,07_2019,MA,H_QUIET_HSP,15,34,51
2230,07_2019,MA,H_RECMND,5,22,73
2231,07_2019,MD,H_CLEAN_HSP,11,20,69
2232,07_2019,MD,H_COMP_1,7,17,76
2233,07_2019,MD,H_COMP_2,7,16,77
2234,07_2019,MD,H_COMP_3,14,26,60
2235,07_2019,MD,H_COMP_5,21,18,61
2236,07_2019,MD,H_COMP_6,14,0,86
2237,07_2019,MD,H_COMP_7,7,44,49
2238,07_2019,MD,H_HSP_RATING,11,24,65
2239,07_2019,MD,H_QUIET_HSP,14,30,56
2240,07_2019,MD,H_RECMND,8,27,65
2241,07_2019,ME,H_CLEAN_HSP,5,16,79
2242,07_2019,ME,H_COMP_1,3,13,84
2243,07_2019,ME,H_COMP_2,4,13,83
2244,07_2019,ME,H_COMP_3,6,21,73
2245,07_2019,ME,H_COMP_5,14,17,69
2246,07_2019,ME,H_COMP_6,11,0,89
2247,07_2019,ME,H_COMP_7,4,40,56
2248,07_2019,ME,H_HSP_RATING,6,18,76
2249,07_2019,ME,H_QUIET_HSP,9,31,60
2250,07_2019,ME,H_RECMND,4,21,75
2251,07_2019,MI,H_CLEAN_HSP,7,18,75
2252,07_2019,MI,H_COMP_1,4,14,82
2253,07_2019,MI,H_COMP_2,5,15,80
2254,07_2019,MI,H_COMP_3,7,20,73
2255,07_2019,MI,H_COMP_5,16,18,66
2256,07_2019,MI,H_COMP_6,11,0,89
2257,07_2019,MI,H_COMP_7,5,41,54
2258,07_2019,MI,H_HSP_RATING,7,19,74
2259,07_2019,MI,H_QUIET_HSP,11,29,60
2260,07_2019,MI,H_RECMND,5,24,71
2261,07_2019,MN,H_CLEAN_HSP,5,15,80
2262,07_2019,MN,H_COMP_1,2,14,84
2263,07_2019,MN,H_COMP_2,3,12,85
2264,07_2019,MN,H_COMP_3,5,19,76
2265,07_2019,MN,H_COMP_5,13,19,68
2266,07_2019,MN,H_COMP_6,11,0,89
2267,07_2019,MN,H_COMP_7,3,40,57
2268,07_2019,MN,H_HSP_RATING,5,17,78
2269,07_2019,MN,H_QUIET_HSP,6,26,68
2270,07_2019,MN,H_RECMND,3,20,77
2271,07_2019,MO,H_CLEAN_HSP,7,18,75
2272,07_2019,MO,H_COMP_1,4,17,79
2273,07_2019,MO,H_COMP_2,4,15,81
2274,07_2019,MO,H_COMP_3,8,23,69
2275,07_2019,MO,H_COMP_5,17,19,64
2276,07_2019,MO,H_COMP_6,14,0,86
2277,07_2019,MO,H_COMP_7,5,42,53
2278,07_2019,MO,H_HSP_RATING,8,20,72
2279,07_2019,MO,H_QUIET_HSP,10,29,61
2280,07_2019,MO,H_RECMND,5,25,70
2281,07_2019,MS,H_CLEAN_HSP,9,15,76
2282,07_2019,MS,H_COMP_1,5,12,83
2283,07_2019,MS,H_COMP_2,4,10,86
2284,07_2019,MS,H_COMP_3,10,17,73
2285,07_2019,MS,H_COMP_5,17,15,68
2286,07_2019,MS,H_COMP_6,17,0,83
2287,07_2019,MS,H_COMP_7,5,43,52
2288,07_2019,MS,H_HSP_RATING,9,19,72
2289,07_2019,MS,H_QUIET_HSP,7,20,73
2290,07_2019,MS,H_RECMND,6,23,71
2291,07_2019,MT,H_CLEAN_HSP,8,19,73
2292,07_2019,MT,H_COMP_1,4,16,80
2293,07_2019,MT,H_COMP_2,4,14,82
2294,07_2019,MT,H_COMP_3,5,20,75
2295,07_2019,MT,H_COMP_5,16,17,67
2296,07_2019,MT,H_COMP_6,16,0,84
2297,07_2019,MT,H_COMP_7,5,41,54
2298,07_2019,MT,H_HSP_RATING,9,21,70
2299,07_2019,MT,H_QUIET_HSP,8,32,60
2300,07_2019,MT,H_RECMND,4,26,70
2301,07_2019,NC,H_CLEAN_HSP,9,18,73
2302,07_2019,NC,H_COMP_1,4,15,81
2303,07_2019,NC,H_COMP_2,5,13,82
2304,07_2019,NC,H_COMP_3,10,21,69
2305,07_2019,NC,H_COMP_5,17,17,66
2306,07_2019,NC,H_COMP_6,13,0,87
2307,07_2019,NC,H_COMP_7,5,42,53
2308,07_2019,NC,H_HSP_RATING,8,20,72
2309,07_2019,NC,H_QUIET_HSP,10,27,63
2310,07_2019,NC,H_RECMND,6,24,70
2311,07_2019,ND,H_CLEAN_HSP,5,15,80
2312,07_2019,ND,H_COMP_1,3,12,85
2313,07_2019,ND,H_COMP_2,4,11,85
2314,07_2019,ND,H_COMP_3,5,19,76
2315,07_2019,ND,H_COMP_5,13,19,68
2316,07_2019,ND,H_COMP_6,16,0,84
2317,07_2019,ND,H_COMP_7,3,40,57
2318,07_2019,ND,H_HSP_RATING,7,17,76
2319,07_2019,ND,H_QUIET_HSP,6,25,69
2320,07_2019,ND,H_RECMND,3,21,76
2321,07_2019,NE,H_CLEAN_HSP,5,13,82
2322,07_2019,NE,H_COMP_1,3,14,83
2323,07_2019,NE,H_COMP_2,3,13,84
2324,07_2019,NE,H_COMP_3,4,18,78
2325,07_2019,NE,H_COMP_5,13,18,69
2326,07_2019,NE,H_COMP_6,11,0,89
2327,07_2019,NE,H_COMP_7,3,39,58
2328,07_2019,NE,H_HSP_RATING,5,17,78
2329,07_2019,NE,H_QUIET_HSP,5,25,70
2330,07_2019,NE,H_RECMND,3,20,77
2331,07_2019,NH,H_CLEAN_HSP,6,16,78
2332,07_2019,NH,H_COMP_1,3,15,82
2333,07_2019,NH,H_COMP_2,4,14,82
2334,07_2019,NH,H_COMP_3,7,22,71
2335,07_2019,NH,H_COMP_5,17,18,65
2336,07_2019,NH,H_COMP_6,11,0,89
2337,07_2019,NH,H_COMP_7,5,41,54
2338,07_2019,NH,H_HSP_RATING,7,21,72
2339,07_2019,NH,H_QUIET_HSP,12,33,55
2340,07_2019,NH,H_RECMND,5,22,73
2341,07_2019,NJ,H_CLEAN_HSP,9,21,70
2342,07_2019,NJ,H_COMP_1,6,17,77
2343,07_2019,NJ,H_COMP_2,6,17,77
2344,07_2019,NJ,H_COMP_3,13,26,61
2345,07_2019,NJ,H_COMP_5,21,19,60
2346,07_2019,NJ,H_COMP_6,15,0,85
2347,07_2019,NJ,H_COMP_7,6,46,48
2348,07_2019,NJ,H_HSP_RATING,10,24,66
2349,07_2019,NJ,H_QUIET_HSP,15,32,53
2350,07_2019,NJ,H_RECMND,7,27,66
2351,07_2019,NM,H_CLEAN_HSP,8,18,74
2352,07_2019,NM,H_COMP_1,5,16,79
2353,07_2019,NM,H_COMP_2,6,14,80
2354,07_2019,NM,H_COMP_3,9,21,70
2355,07_2019,NM,H_COMP_5,17,16,67
2356,07_2019,NM,H_COMP_6,14,0,86
2357,07_2019,NM,H_COMP_7,6,43,51
2358,07_2019,NM,H_HSP_RATING,9,21,70
2359,07_2019,NM,H_QUIET_HSP,11,26,63
2360,07_2019,NM,H_RECMND,5,27,68
2361,07_2019,NV,H_CLEAN_HSP,11,17,72
2362,07_2019,NV,H_COMP_1,8,18,74
2363,07_2019,NV,H_COMP_2,11,17,72
2364,07_2019,NV,H_COMP_3,13,23,64
2365,07_2019,NV,H_COMP_5,21,19,60
2366,07_2019,NV,H_COMP_6,16,0,84
2367,07_2019,NV,H_COMP_7,8,45,47
2368,07_2019,NV,H_HSP_RATING,10,24,66
2369,07_2019,NV,H_QUIET_HSP,15,32,53
2370,07_2019,NV,H_RECMND,9,25,66
2371,07_2019,NY,H_CLEAN_HSP,9,20,71
2372,07_2019,NY,H_COMP_1,6,17,77
2373,07_2019,NY,H_COMP_2,6,16,78
2374,07_2019,NY,H_COMP_3,12,25,63
2375,07_2019,NY,H_COMP_5,21,18,61
2376,07_2019,NY,H_COMP_6,15,0,85
2377,07_2019,NY,H_COMP_7,6,45,49
2378,07_2019,NY,H_HSP_RATING,11,23,66
2379,07_2019,NY,H_QUIET_HSP,15,33,52
2380,07_2019,NY,H_RECMND,7,27,66
2381,07_2019,OH,H_CLEAN_HSP,7,18,75
2382,07_2019,OH,H_COMP_1,3,15,82
2383,07_2019,OH,H_COMP_2,4,16,80
2384,07_2019,OH,H_COMP_3,7,23,70
2385,07_2019,OH,H_COMP_5,17,18,65
2386,07_2019,OH,H_COMP_6,11,0,89
2387,07_2019,OH,H_COMP_7,5,42,53
2388,07_2019,OH,H_HSP_RATING,7,19,74
2389,07_2019,OH,H_QUIET_HSP,9,32,59
2390,07_2019,OH,H_RECMND,4,25,71
2391,07_2019,OK,H_CLEAN_HSP,7,16,77
2392,07_2019,OK,H_COMP_1,4,15,81
2393,07_2019,OK,H_COMP_2,4,13,83
2394,07_2019,OK,H_COMP_3,7,19,74
2395,07_2019,OK,H_COMP_5,15,16,69
2396,07_2019,OK,H_COMP_6,14,0,86
2397,07_2019,OK,H_COMP_7,5,41,54
2398,07_2019,OK,H_HSP_RATING,7,19,74
2399,07_2019,OK,H_QUIET_HSP,8,25,67
2400,07_2019,OK,H_RECMND,5,23,72
2401,07_2019,OR,H_CLEAN_HSP,6,18,76
2402,07_2019,OR,H_COMP_1,3,16,81
2403,07_2019,OR,H_COMP_2,4,14,82
2404,07_2019,OR,H_COMP_3,6,22,72
2405,07_2019,OR,H_COMP_5,14,18,68
2406,07_2019,OR,H_COMP_6,11,0,89
2407,07_2019,OR,H_COMP_7,4,41,55
2408,07_2019,OR,H_HSP_RATING,6,20,74
2409,07_2019,OR,H_QUIET_HSP,10,33,57
2410,07_2019,OR,H_RECMND,4,22,74
2411,07_2019,PA,H_CLEAN_HSP,8,18,74
2412,07_2019,PA,H_COMP_1,4,15,81
2413,07_2019,PA,H_COMP_2,4,15,81
2414,07_2019,PA,H_COMP_3,8,23,69
2415,07_2019,PA,H_COMP_5,18,18,64
2416,07_2019,PA,H_COMP_6,12,0,88
2417,07_2019,PA,H_COMP_7,5,43,52
2418,07_2019,PA,H_HSP_RATING,8,21,71
2419,07_2019,PA,H_QUIET_HSP,12,32,56
2420,07_2019,PA,H_RECMND,5,25,70
2421,07_2019,RI,H_CLEAN_HSP,7,18,75
2422,07_2019,RI,H_COMP_1,4,15,81
2423,07_2019,RI,H_COMP_2,5,14,81
2424,07_2019,RI,H_COMP_3,10,23,67
2425,07_2019,RI,H_COMP_5,19,17,64
2426,07_2019,RI,H_COMP_6,13,0,87
2427,07_2019,RI,H_COMP_7,5,43,52
2428,07_2019,RI,H_HSP_RATING,8,20,72
2429,07_2019,RI,H_QUIET_HSP,14,32,54
2430,07_2019,RI,H_RECMND,5,22,73
2431,07_2019,SC,H_CLEAN_HSP,10,19,71
2432,07_2019,SC,H_COMP_1,5,14,81
2433,07_2019,SC,H_COMP_2,4,13,83
2434,07_2019,SC,H_COMP_3,10,21,69
2435,07_2019,SC,H_COMP_5,17,16,67
2436,07_2019,SC,H_COMP_6,13,0,87
2437,07_2019,SC,H_COMP_7,5,41,54
2438,07_2019,SC,H_HSP_RATING,8,20,72
2439,07_2019,SC,H_QUIET_HSP,8,27,65
2440,07_2019,SC,H_RECMND,6,23,71
2441,07_2019,SD,H_CLEAN_HSP,5,14,81
2442,07_2019,SD,H_COMP_1,3,14,83
2443,07_2019,SD,H_COMP_2,4,13,83
2444,07_2019,SD,H_COMP_3,5,15,80
2445,07_2019,SD,H_COMP_5,11,18,71
2446,07_2019,SD,H_COMP_6,13,0,87
2447,07_2019,SD,H_COMP_7,3,41,56
2448,07_2019,SD,H_HSP_RATING,7,16,77
2449,07_2019,SD,H_QUIET_HSP,6,25,69
2450,07_2019,SD,H_RECMND,3,20,77
2451,07_2019,TN,H_CLEAN_HSP,8,17,75
2452,07_2019,TN,H_COMP_1,5,14,81
2453,07_2019,TN,H_COMP_2,5,12,83
2454,07_2019,TN,H_COMP_3,9,19,72
2455,07_2019,TN,H_COMP_5,16,17,67
2456,07_2019,TN,H_COMP_6,13,0,87
2457,07_2019,TN,H_COMP_7,5,41,54
2458,07_2019,TN,H_HSP_RATING,8,19,73
2459,07_2019,TN,H_QUIET_HSP,8,26,66
2460,07_2019,TN,H_RECMND,5,23,72
2461,07_2019,TX,H_CLEAN_HSP,7,16,77
2462,07_2019,TX,H_COMP_1,4,15,81
2463,07_2019,TX,H_COMP_2,5,13,82
2464,07_2019,TX,H_COMP_3,8,20,72
2465,07_2019,TX,H_COMP_5,16,16,68
2466,07_2019,TX,H_COMP_6,13,0,87
2467,07_2019,TX,H_COMP_7,5,41,54
2468,07_2019,TX,H_HSP_RATING,7,18,75
2469,07_2019,TX,H_QUIET_HSP,8,24,68
2470,07_2019,TX,H_RECMND,5,21,74
2471,07_2019,UT,H_CLEAN_HSP,5,18,77
2472,07_2019,UT,H_COMP_1,3,16,81
2473,07_2019,UT,H_COMP_2,3,15,82
2474,07_2019,UT,H_COMP_3,6,23,71
2475,07_2019,UT,H_COMP_5,15,19,66
2476,07_2019,UT,H_COMP_6,11,0,89
2477,07_2019,UT,H_COMP_7,4,38,58
2478,07_2019,UT,H_HSP_RATING,6,17,77
2479,07_2019,UT,H_QUIET_HSP,8,30,62
2480,07_2019,UT,H_RECMND,4,19,77
2481,07_2019,VA,H_CLEAN_HSP,8,18,74
2482,07_2019,VA,H_COMP_1,4,16,80
2483,07_2019,VA,H_COMP_2,5,14,81
2484,07_2019,VA,H_COMP_3,10,23,67
2485,07_2019,VA,H_COMP_5,18,18,64
2486,07_2019,VA,H_COMP_6,12,0,88
2487,07_2019,VA,H_COMP_7,5,44,51
2488,07_2019,VA,H_HSP_RATING,8,20,72
2489,07_2019,VA,H_QUIET_HSP,10,31,59
2490,07_2019,VA,H_RECMND,5,25,70
2491,07_2019,VT,H_CLEAN_HSP,6,17,77
2492,07_2019,VT,H_COMP_1,3,15,82
2493,07_2019,VT,H_COMP_2,3,14,83
2494,07_2019,VT,H_COMP_3,6,24,70
2495,07_2019,VT,H_COMP_5,14,17,69
2496,07_2019,VT,H_COMP_6,10,0,90
2497,07_2019,VT,H_COMP_7,4,41,55
2498,07_2019,VT,H_HSP_RATING,6,20,74
2499,07_2019,VT,H_QUIET_HSP,11,36,53
2500,07_2019,VT,H_RECMND,3,23,74
2501,07_2019,WA,H_CLEAN_HSP,7,18,75
2502,07_2019,WA,H_COMP_1,4,17,79
2503,07_2019,WA,H_COMP_2,4,15,81
2504,07_2019,WA,H_COMP_3,8,24,68
2505,07_2019,WA,H_COMP_5,16,18,66
2506,07_2019,WA,H_COMP_6,12,0,88
2507,07_2019,WA,H_COMP_7,5,41,54
2508,07_2019,WA,H_HSP_RATING,8,20,72
2509,07_2019,WA,H_QUIET_HSP,12,34,54
2510,07_2019,WA,H_RECMND,5,23,72
2511,07_2019,WI,H_CLEAN_HSP,5,15,80
2512,07_2019,WI,H_COMP_1,3,14,83
2513,07_2019,WI,H_COMP_2,3,13,84
2514,07_2019,WI,H_COMP_3,5,21,74
2515,07_2019,WI,H_COMP_5,13,18,69
2516,07_2019,WI,H_COMP_6,10,0,90
2517,07_2019,WI,H_COMP_7,4,39,57
2518,07_2019,WI,H_HSP_RATING,5,17,78
2519,07_2019,WI,H_QUIET_HSP,7,27,66
2520,07_2019,WI,H_RECMND,3,21,76
2521,07_2019,WV,H_CLEAN_HSP,7,16,77
2522,07_2019,WV,H_COMP_1,4,15,81
2523,07_2019,WV,H_COMP_2,4,13,83
2524,07_2019,WV,H_COMP_3,8,20,72
2525,07_2019,WV,H_COMP_5,16,17,67
2526,07_2019,WV,H_COMP_6,13,0,87
2527,07_2019,WV,H_COMP_7,5,43,52
2528,07_2019,WV,H_HSP_RATING,8,21,71
2529,07_2019,WV,H_QUIET_HSP,10,30,60
2530,07_2019,WV,H_RECMND,5,25,70
2531,07_2019,WY,H_CLEAN_HSP,6,17,77
2532,07_2019,WY,H_COMP_1,3,17,80
2533,07_2019,WY,H_COMP_2,5,15,80
2534,07_2019,WY,H_COMP_3,6,18,76
2535,07_2019,WY,H_COMP_5,14,18,68
2536,07_2019,WY,H_COMP_6,13,0,87
2537,07_2019,WY,H_COMP_7,5,40,55
2538,07_2019,WY,H_HSP_RATING,8,21,71
2539,07_2019,WY,H_QUIET_HSP,8,30,62
2540,07_2019,WY,H_RECMND,4,26,70
2541,07_2020,AK,H_CLEAN_HSP,7,19,74
2542,07_2020,AK,H_COMP_1,4,18,78
2543,07_2020,AK,H_COMP_2,4,14,82
2544,07_2020,AK,H_COMP_3,7,20,73
2545,07_2020,AK,H_COMP_5,17,17,66
2546,07_2020,AK,H_COMP_6,11,0,89
2547,07_2020,AK,H_COMP_7,4,45,51
2548,07_2020,AK,H_HSP_RATING,8,19,73
2549,07_2020,AK,H_QUIET_HSP,9,32,59
2550,07_2020,AK,H_RECMND,5,21,74
2551,07_2020,AL,H_CLEAN_HSP,9,16,75
2552,07_2020,AL,H_COMP_1,6,13,81
2553,07_2020,AL,H_COMP_2,5,11,84
2554,07_2020,AL,H_COMP_3,10,17,73
2555,07_2020,AL,H_COMP_5,16,15,69
2556,07_2020,AL,H_COMP_6,15,0,85
2557,07_2020,AL,H_COMP_7,5,42,53
2558,07_2020,AL,H_HSP_RATING,8,19,73
2559,07_2020,AL,H_QUIET_HSP,7,23,70
2560,07_2020,AL,H_RECMND,6,24,70
2561,07_2020,AR,H_CLEAN_HSP,7,17,76
2562,07_2020,AR,H_COMP_1,4,15,81
2563,07_2020,AR,H_COMP_2,4,12,84
2564,07_2020,AR,H_COMP_3,8,20,72
2565,07_2020,AR,H_COMP_5,18,16,66
2566,07_2020,AR,H_COMP_6,15,0,85
2567,07_2020,AR,H_COMP_7,5,42,53
2568,07_2020,AR,H_HSP_RATING,7,21,72
2569,07_2020,AR,H_QUIET_HSP,7,27,66
2570,07_2020,AR,H_RECMND,5,24,71
2571,07_2020,AZ,H_CLEAN_HSP,9,19,72
2572,07_2020,AZ,H_COMP_1,6,17,77
2573,07_2020,AZ,H_COMP_2,7,17,76
2574,07_2020,AZ,H_COMP_3,10,23,67
2575,07_2020,AZ,H_COMP_5,18,17,65
2576,07_2020,AZ,H_COMP_6,14,0,86
2577,07_2020,AZ,H_COMP_7,7,42,51
2578,07_2020,AZ,H_HSP_RATING,9,22,69
2579,07_2020,AZ,H_QUIET_HSP,12,31,57
2580,07_2020,AZ,H_RECMND,6,25,69
2581,07_2020,CA,H_CLEAN_HSP,8,19,73
2582,07_2020,CA,H_COMP_1,6,17,77
2583,07_2020,CA,H_COMP_2,6,16,78
2584,07_2020,CA,H_COMP_3,11,25,64
2585,07_2020,CA,H_COMP_5,19,18,63
2586,07_2020,CA,H_COMP_6,14,0,86
2587,07_2020,CA,H_COMP_7,6,44,50
2588,07_2020,CA,H_HSP_RATING,9,21,70
2589,07_2020,CA,H_QUIET_HSP,16,33,51
2590,07_2020,CA,H_RECMND,6,23,71
2591,07_2020,CO,H_CLEAN_HSP,8,16,76
2592,07_2020,CO,H_COMP_1,3,15,82
2593,07_2020,CO,H_COMP_2,4,13,83
2594,07_2020,CO,H_COMP_3,6,21,73
2595,07_2020,CO,H_COMP_5,15,17,68
2596,07_2020,CO,H_COMP_6,11,0,89
2597,07_2020,CO,H_COMP_7,4,40,56
2598,07_2020,CO,H_HSP_RATING,6,17,77
2599,07_2020,CO,H_QUIET_HSP,7,28,65
2600,07_2020,CO,H_RECMND,4,20,76
2601,07_2020,CT,H_CLEAN_HSP,7,18,75
2602,07_2020,CT,H_COMP_1,4,16,80
2603,07_2020,CT,H_COMP_2,5,15,80
2604,07_2020,CT,H_COMP_3,10,25,65
2605,07_2020,CT,H_COMP_5,18,17,65
2606,07_2020,CT,H_COMP_6,12,0,88
2607,07_2020,CT,H_COMP_7,5,41,54
2608,07_2020,CT,H_HSP_RATING,8,21,71
2609,07_2020,CT,H_QUIET_HSP,13,32,55
2610,07_2020,CT,H_RECMND,5,22,73
2611,07_2020,DC,H_CLEAN_HSP,16,19,65
2612,07_2020,DC,H_COMP_1,11,19,70
2613,07_2020,DC,H_COMP_2,8,16,76
2614,07_2020,DC,H_COMP_3,20,25,55
2615,07_2020,DC,H_COMP_5,22,19,59
2616,07_2020,DC,H_COMP_6,17,0,83
2617,07_2020,DC,H_COMP_7,9,45,46
2618,07_2020,DC,H_HSP_RATING,16,23,61
2619,07_2020,DC,H_QUIET_HSP,17,27,56
2620,07_2020,DC,H_RECMND,12,27,61
2621,07_2020,DE,H_CLEAN_HSP,9,19,72
2622,07_2020,DE,H_COMP_1,5,14,81
2623,07_2020,DE,H_COMP_2,5,16,79
2624,07_2020,DE,H_COMP_3,9,22,69
2625,07_2020,DE,H_COMP_5,18,18,64
2626,07_2020,DE,H_COMP_6,13,0,87
2627,07_2020,DE,H_COMP_7,5,42,53
2628,07_2020,DE,H_HSP_RATING,8,21,71
2629,07_2020,DE,H_QUIET_HSP,11,31,58
2630,07_2020,DE,H_RECMND,6,24,70
2631,07_2020,FL,H_CLEAN_HSP,10,19,71
2632,07_2020,FL,H_COMP_1,6,17,77
2633,07_2020,FL,H_COMP_2,7,16,77
2634,07_2020,FL,H_COMP_3,12,23,65
2635,07_2020,FL,H_COMP_5,21,17,62
2636,07_2020,FL,H_COMP_6,16,0,84
2637,07_2020,FL,H_COMP_7,7,42,51
2638,07_2020,FL,H_HSP_RATING,10,21,69
2639,07_2020,FL,H_QUIET_HSP,13,29,58
2640,07_2020,FL,H_RECMND,7,24,69
2641,07_2020,GA,H_CLEAN_HSP,9,19,72
2642,07_2020,GA,H_COMP_1,5,15,80
2643,07_2020,GA,H_COMP_2,5,13,82
2644,07_2020,GA,H_COMP_3,11,22,67
2645,07_2020,GA,H_COMP_5,18,18,64
2646,07_2020,GA,H_COMP_6,15,0,85
2647,07_2020,GA,H_COMP_7,6,41,53
2648,07_2020,GA,H_HSP_RATING,9,20,71
2649,07_2020,GA,H_QUIET_HSP,8,25,67
2650,07_2020,GA,H_RECMND,6,24,70
2651,07_2020,HI,H_CLEAN_HSP,5,16,79
2652,07_2020,HI,H_COMP_1,4,15,81
2653,07_2020,HI,H_COMP_2,3,15,82
2654,07_2020,HI,H_COMP_3,8,25,67
2655,07_2020,HI,H_COMP_5,15,17,68
2656,07_2020,HI,H_COMP_6,16,0,84
2657,07_2020,HI,H_COMP_7,5,40,55
2658,07_2020,HI,H_HSP_RATING,6,24,70
2659,07_2020,HI,H_QUIET_HSP,10,31,59
2660,07_2020,HI,H_RECMND,4,25,71
2661,07_2020,IA,H_CLEAN_HSP,4,14,82
2662,07_2020,IA,H_COMP_1,2,14,84
2663,07_2020,IA,H_COMP_2,3,12,85
2664,07_2020,IA,H_COMP_3,5,21,74
2665,07_2020,IA,H_COMP_5,13,19,68
2666,07_2020,IA,H_COMP_6,11,0,89
2667,07_2020,IA,H_COMP_7,3,40,57
2668,07_2020,IA,H_HSP_RATING,4,17,79
2669,07_2020,IA,H_QUIET_HSP,6,26,68
2670,07_2020,IA,H_RECMND,3,21,76
2671,07_2020,ID,H_CLEAN_HSP,6,14,80
2672,07_2020,ID,H_COMP_1,3,14,83
2673,07_2020,ID,H_COMP_2,3,13,84
2674,07_2020,ID,H_COMP_3,5,20,75
2675,07_2020,ID,H_COMP_5,16,18,66
2676,07_2020,ID,H_COMP_6,11,0,89
