State_Result_ID,Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
77,07_2015,DC,H_COMP_7,9,49,42
78,07_2015,DC,H_HSP_RATING,14,28,58
79,07_2015,DC,H_QUIET_HSP,16,30,54
80,07_2015,DC,H_RECMND,10,29,61
81,07_2015,DE,H_CLEAN_HSP,10,20,70
82,07_2015,DE,H_COMP_1,4,17,79
83,07_2015,DE,H_COMP_2,5,17,78
84,07_2015,DE,H_COMP_3,9,24,67
85,07_2015,DE,H_COMP_5,20,17,63
86,07_2015,DE,H_COMP_6,14,0,86
87,07_2015,DE,H_COMP_7,5,45,50
88,07_2015,DE,H_HSP_RATING,9,25,66
89,07_2015,DE,H_QUIET_HSP,14,32,54
90,07_2015,DE,H_RECMND,5,28,67
91,07_2015,FL,H_CLEAN_HSP,11,19,70
92,07_2015,FL,H_COMP_1,6,18,76
93,07_2015,FL,H_COMP_2,6,16,78
94,07_2015,FL,H_COMP_3,12,26,62
95,07_2015,FL,H_COMP_5,22,17,61
96,07_2015,FL,H_COMP_6,16,0,84
97,07_2015,FL,H_COMP_7,7,44,49
98,07_2015,FL,H_HSP_RATING,10,23,67
99,07_2015,FL,H_QUIET_HSP,12,29,59
100,07_2015,FL,H_RECMND,7,24,69
101,07_2015,GA,H_CLEAN_HSP,10,18,72
102,07_2015,GA,H_COMP_1,5,16,79
103,07_2015,GA,H_COMP_2,4,13,83
104,07_2015,GA,H_COMP_3,11,23,66
105,07_2015,GA,H_COMP_5,20,16,64
106,07_2015,GA,H_COMP_6,16,0,84
107,07_2015,GA,H_COMP_7,6,44,50
108,07_2015,GA,H_HSP_RATING,9,22,69
109,07_2015,GA,H_QUIET_HSP,7,26,67
110,07_2015,GA,H_RECMND,6,25,69
111,07_2015,HI,H_CLEAN_HSP,6,19,75
112,07_2015,HI,H_COMP_1,4,17,79
113,07_2015,HI,H_COMP_2,4,15,81
114,07_2015,HI,H_COMP_3,9,23,68
115,07_2015,HI,H_COMP_5,16,18,66
116,07_2015,HI,H_COMP_6,15,0,85
117,07_2015,HI,H_COMP_7,4,43,53
118,07_2015,HI,H_HSP_RATING,8,21,71
119,07_2015,HI,H_QUIET_HSP,11,31,58
120,07_2015,HI,H_RECMND,4,24,72
121,07_2015,IA,H_CLEAN_HSP,5,15,80
122,07_2015,IA,H_COMP_1,2,16,82
123,07_2015,IA,H_COMP_2,3,13,84
124,07_2015,IA,H_COMP_3,5,24,71
125,07_2015,IA,H_COMP_5,14,19,67
126,07_2015,IA,H_COMP_6,12,0,88
127,07_2015,IA,H_COMP_7,3,41,56
128,07_2015,IA,H_HSP_RATING,5,19,76
129,07_2015,IA,H_QUIET_HSP,6,29,65
130,07_2015,IA,H_RECMND,3,22,75
131,07_2015,ID,H_CLEAN_HSP,6,15,79
132,07_2015,ID,H_COMP_1,3,16,81
133,07_2015,ID,H_COMP_2,3,13,84
134,07_2015,ID,H_COMP_3,6,21,73
135,07_2015,ID,H_COMP_5,15,17,68
136,07_2015,ID,H_COMP_6,12,0,88
137,07_2015,ID,H_COMP_7,5,39,56
138,07_2015,ID,H_HSP_RATING,6,20,74
139,07_2015,ID,H_QUIET_HSP,8,28,64
140,07_2015,ID,H_RECMND,3,22,75
141,07_2015,IL,H_CLEAN_HSP,8,18,74
142,07_2015,IL,H_COMP_1,4,16,80
143,07_2015,IL,H_COMP_2,4,14,82
144,07_2015,IL,H_COMP_3,9,23,68
145,07_2015,IL,H_COMP_5,18,18,64
146,07_2015,IL,H_COMP_6,14,0,86
147,07_2015,IL,H_COMP_7,5,43,52
148,07_2015,IL,H_HSP_RATING,8,21,71
149,07_2015,IL,H_QUIET_HSP,9,30,61
150,07_2015,IL,H_RECMND,5,25,70
151,07_2015,IN,H_CLEAN_HSP,7,17,76
152,07_2015,IN,H_COMP_1,3,15,82
153,07_2015,IN,H_COMP_2,3,14,83
154,07_2015,IN,H_COMP_3,6,23,71
155,07_2015,IN,H_COMP_5,16,18,66
156,07_2015,IN,H_COMP_6,12,0,88
157,07_2015,IN,H_COMP_7,4,42,54
158,07_2015,IN,H_HSP_RATING,6,19,75
159,07_2015,IN,H_QUIET_HSP,8,30,62
160,07_2015,IN,H_RECMND,4,23,73
161,07_2015,KS,H_CLEAN_HSP,7,17,76
162,07_2015,KS,H_COMP_1,3,16,81
163,07_2015,KS,H_COMP_2,3,11,86
164,07_2015,KS,H_COMP_3,6,22,72
165,07_2015,KS,H_COMP_5,15,17,68
166,07_2015,KS,H_COMP_6,13,0,87
167,07_2015,KS,H_COMP_7,4,40,56
168,07_2015,KS,H_HSP_RATING,5,18,77
169,07_2015,KS,H_QUIET_HSP,6,27,67
170,07_2015,KS,H_RECMND,3,21,76
171,07_2015,KY,H_CLEAN_HSP,8,16,76
172,07_2015,KY,H_COMP_1,4,15,81
173,07_2015,KY,H_COMP_2,3,12,85
174,07_2015,KY,H_COMP_3,8,23,69
175,07_2015,KY,H_COMP_5,17,16,67
176,07_2015,KY,H_COMP_6,13,0,87
177,07_2015,KY,H_COMP_7,5,42,53
178,07_2015,KY,H_HSP_RATING,7,21,72
179,07_2015,KY,H_QUIET_HSP,7,27,66
180,07_2015,KY,H_RECMND,5,24,71
181,07_2015,LA,H_CLEAN_HSP,9,16,75
182,07_2015,LA,H_COMP_1,4,12,84
183,07_2015,LA,H_COMP_2,3,10,87
184,07_2015,LA,H_COMP_3,9,18,73
185,07_2015,LA,H_COMP_5,16,15,69
186,07_2015,LA,H_COMP_6,14,0,86
187,07_2015,LA,H_COMP_7,5,37,58
188,07_2015,LA,H_HSP_RATING,6,18,76
189,07_2015,LA,H_QUIET_HSP,6,21,73
190,07_2015,LA,H_RECMND,4,21,75
191,07_2015,MA,H_CLEAN_HSP,8,19,73
192,07_2015,MA,H_COMP_1,5,15,80
193,07_2015,MA,H_COMP_2,5,15,80
194,07_2015,MA,H_COMP_3,10,24,66
195,07_2015,MA,H_COMP_5,18,18,64
196,07_2015,MA,H_COMP_6,12,0,88
197,07_2015,MA,H_COMP_7,4,44,52
198,07_2015,MA,H_HSP_RATING,8,22,70
199,07_2015,MA,H_QUIET_HSP,15,33,52
200,07_2015,MA,H_RECMND,4,22,74
201,07_2015,MD,H_CLEAN_HSP,13,21,66
202,07_2015,MD,H_COMP_1,6,18,76
203,07_2015,MD,H_COMP_2,5,17,78
204,07_2015,MD,H_COMP_3,13,27,60
205,07_2015,MD,H_COMP_5,22,18,60
206,07_2015,MD,H_COMP_6,14,0,86
207,07_2015,MD,H_COMP_7,7,45,48
208,07_2015,MD,H_HSP_RATING,10,25,65
209,07_2015,MD,H_QUIET_HSP,12,31,57
210,07_2015,MD,H_RECMND,6,27,67
211,07_2015,ME,H_CLEAN_HSP,5,14,81
212,07_2015,ME,H_COMP_1,3,14,83
213,07_2015,ME,H_COMP_2,4,12,84
214,07_2015,ME,H_COMP_3,6,22,72
215,07_2015,ME,H_COMP_5,14,17,69
216,07_2015,ME,H_COMP_6,11,0,89
217,07_2015,ME,H_COMP_7,4,38,58
218,07_2015,ME,H_HSP_RATING,6,19,75
219,07_2015,ME,H_QUIET_HSP,9,31,60
220,07_2015,ME,H_RECMND,4,20,76
221,07_2015,MI,H_CLEAN_HSP,8,19,73
222,07_2015,MI,H_COMP_1,4,16,80
223,07_2015,MI,H_COMP_2,4,15,81
224,07_2015,MI,H_COMP_3,7,23,70
225,07_2015,MI,H_COMP_5,18,18,64
226,07_2015,MI,H_COMP_6,12,0,88
227,07_2015,MI,H_COMP_7,5,43,52
228,07_2015,MI,H_HSP_RATING,7,21,72
229,07_2015,MI,H_QUIET_HSP,9,31,60
230,07_2015,MI,H_RECMND,5,24,71
231,07_2015,MN,H_CLEAN_HSP,5,17,78
232,07_2015,MN,H_COMP_1,2,17,81
233,07_2015,MN,H_COMP_2,3,13,84
234,07_2015,MN,H_COMP_3,5,22,73
235,07_2015,MN,H_COMP_5,14,20,66
236,07_2015,MN,H_COMP_6,12,0,88
237,07_2015,MN,H_COMP_7,4,41,55
238,07_2015,MN,H_HSP_RATING,6,20,74
239,07_2015,MN,H_QUIET_HSP,6,28,66
240,07_2015,MN,H_RECMND,3,23,74
241,07_2015,MO,H_CLEAN_HSP,9,18,73
242,07_2015,MO,H_COMP_1,4,17,79
243,07_2015,MO,H_COMP_2,4,14,82
244,07_2015,MO,H_COMP_3,8,25,67
245,07_2015,MO,H_COMP_5,17,18,65
246,07_2015,MO,H_COMP_6,13,0,87
247,07_2015,MO,H_COMP_7,5,42,53
248,07_2015,MO,H_HSP_RATING,7,22,71
249,07_2015,MO,H_QUIET_HSP,8,30,62
250,07_2015,MO,H_RECMND,5,24,71
251,07_2015,MS,H_CLEAN_HSP,9,17,74
252,07_2015,MS,H_COMP_1,5,14,81
253,07_2015,MS,H_COMP_2,3,10,87
254,07_2015,MS,H_COMP_3,11,20,69
255,07_2015,MS,H_COMP_5,18,15,67
256,07_2015,MS,H_COMP_6,16,0,84
257,07_2015,MS,H_COMP_7,5,42,53
258,07_2015,MS,H_HSP_RATING,8,20,72
259,07_2015,MS,H_QUIET_HSP,6,22,72
260,07_2015,MS,H_RECMND,5,25,70
261,07_2015,MT,H_CLEAN_HSP,10,18,72
262,07_2015,MT,H_COMP_1,3,18,79
263,07_2015,MT,H_COMP_2,4,13,83
264,07_2015,MT,H_COMP_3,7,24,69
265,07_2015,MT,H_COMP_5,18,17,65
266,07_2015,MT,H_COMP_6,17,0,83
267,07_2015,MT,H_COMP_7,5,44,51
268,07_2015,MT,H_HSP_RATING,8,24,68
269,07_2015,MT,H_QUIET_HSP,8,30,62
270,07_2015,MT,H_RECMND,4,27,69
271,07_2015,NC,H_CLEAN_HSP,9,19,72
272,07_2015,NC,H_COMP_1,4,16,80
273,07_2015,NC,H_COMP_2,4,13,83
274,07_2015,NC,H_COMP_3,9,23,68
275,07_2015,NC,H_COMP_5,18,16,66
276,07_2015,NC,H_COMP_6,14,0,86
277,07_2015,NC,H_COMP_7,5,43,52
278,07_2015,NC,H_HSP_RATING,8,22,70
279,07_2015,NC,H_QUIET_HSP,9,29,62
280,07_2015,NC,H_RECMND,5,25,70
281,07_2015,ND,H_CLEAN_HSP,8,19,73
282,07_2015,ND,H_COMP_1,4,18,78
283,07_2015,ND,H_COMP_2,4,15,81
284,07_2015,ND,H_COMP_3,7,24,69
285,07_2015,ND,H_COMP_5,18,19,63
286,07_2015,ND,H_COMP_6,18,0,82
287,07_2015,ND,H_COMP_7,5,46,49
288,07_2015,ND,H_HSP_RATING,9,24,67
289,07_2015,ND,H_QUIET_HSP,8,30,62
290,07_2015,ND,H_RECMND,5,26,69
291,07_2015,NE,H_CLEAN_HSP,5,15,80
292,07_2015,NE,H_COMP_1,3,14,83
293,07_2015,NE,H_COMP_2,2,13,85
294,07_2015,NE,H_COMP_3,5,20,75
295,07_2015,NE,H_COMP_5,14,20,66
296,07_2015,NE,H_COMP_6,12,0,88
297,07_2015,NE,H_COMP_7,4,39,57
298,07_2015,NE,H_HSP_RATING,5,19,76
299,07_2015,NE,H_QUIET_HSP,5,29,66
300,07_2015,NE,H_RECMND,3,21,76
301,07_2015,NH,H_CLEAN_HSP,6,17,77
302,07_2015,NH,H_COMP_1,3,16,81
303,07_2015,NH,H_COMP_2,4,14,82
304,07_2015,NH,H_COMP_3,7,22,71
305,07_2015,NH,H_COMP_5,15,17,68
306,07_2015,NH,H_COMP_6,11,0,89
307,07_2015,NH,H_COMP_7,4,42,54
308,07_2015,NH,H_HSP_RATING,6,21,73
309,07_2015,NH,H_QUIET_HSP,10,33,57
310,07_2015,NH,H_RECMND,4,21,75
311,07_2015,NJ,H_CLEAN_HSP,10,21,69
312,07_2015,NJ,H_COMP_1,6,17,77
313,07_2015,NJ,H_COMP_2,6,16,78
314,07_2015,NJ,H_COMP_3,13,25,62
315,07_2015,NJ,H_COMP_5,22,18,60
316,07_2015,NJ,H_COMP_6,17,0,83
317,07_2015,NJ,H_COMP_7,7,46,47
318,07_2015,NJ,H_HSP_RATING,10,25,65
319,07_2015,NJ,H_QUIET_HSP,15,32,53
320,07_2015,NJ,H_RECMND,7,26,67
321,07_2015,NM,H_CLEAN_HSP,10,19,71
322,07_2015,NM,H_COMP_1,6,18,76
323,07_2015,NM,H_COMP_2,5,15,80
324,07_2015,NM,H_COMP_3,10,24,66
325,07_2015,NM,H_COMP_5,18,18,64
326,07_2015,NM,H_COMP_6,17,0,83
327,07_2015,NM,H_COMP_7,7,45,48
328,07_2015,NM,H_HSP_RATING,11,24,65
329,07_2015,NM,H_QUIET_HSP,10,28,62
330,07_2015,NM,H_RECMND,7,31,62
331,07_2015,NV,H_CLEAN_HSP,10,21,69
332,07_2015,NV,H_COMP_1,6,22,72
333,07_2015,NV,H_COMP_2,7,19,74
334,07_2015,NV,H_COMP_3,12,28,60
335,07_2015,NV,H_COMP_5,22,19,59
336,07_2015,NV,H_COMP_6,16,0,84
337,07_2015,NV,H_COMP_7,7,46,47
338,07_2015,NV,H_HSP_RATING,11,24,65
339,07_2015,NV,H_QUIET_HSP,13,33,54
340,07_2015,NV,H_RECMND,7,27,66
341,07_2015,NY,H_CLEAN_HSP,9,21,70
342,07_2015,NY,H_COMP_1,6,18,76
343,07_2015,NY,H_COMP_2,6,16,78
344,07_2015,NY,H_COMP_3,13,26,61
345,07_2015,NY,H_COMP_5,21,18,61
346,07_2015,NY,H_COMP_6,16,0,84
347,07_2015,NY,H_COMP_7,6,47,47
348,07_2015,NY,H_HSP_RATING,11,25,64
349,07_2015,NY,H_QUIET_HSP,15,33,52
350,07_2015,NY,H_RECMND,7,27,66
351,07_2015,OH,H_CLEAN_HSP,7,18,75
352,07_2015,OH,H_COMP_1,3,16,81
353,07_2015,OH,H_COMP_2,4,15,81
354,07_2015,OH,H_COMP_3,7,22,71
355,07_2015,OH,H_COMP_5,17,18,65
356,07_2015,OH,H_COMP_6,12,0,88
357,07_2015,OH,H_COMP_7,4,43,53
358,07_2015,OH,H_HSP_RATING,7,20,73
359,07_2015,OH,H_QUIET_HSP,9,31,60
360,07_2015,OH,H_RECMND,4,24,72
361,07_2015,OK,H_CLEAN_HSP,8,17,75
362,07_2015,OK,H_COMP_1,4,16,80
363,07_2015,OK,H_COMP_2,4,12,84
364,07_2015,OK,H_COMP_3,8,20,72
365,07_2015,OK,H_COMP_5,17,17,66
366,07_2015,OK,H_COMP_6,14,0,86
367,07_2015,OK,H_COMP_7,5,42,53
368,07_2015,OK,H_HSP_RATING,7,21,72
369,07_2015,OK,H_QUIET_HSP,6,26,68
370,07_2015,OK,H_RECMND,5,25,70
371,07_2015,OR,H_CLEAN_HSP,7,18,75
372,07_2015,OR,H_COMP_1,3,18,79
373,07_2015,OR,H_COMP_2,4,15,81
374,07_2015,OR,H_COMP_3,7,26,67
375,07_2015,OR,H_COMP_5,17,18,65
376,07_2015,OR,H_COMP_6,13,0,87
377,07_2015,OR,H_COMP_7,5,43,52
378,07_2015,OR,H_HSP_RATING,7,22,71
379,07_2015,OR,H_QUIET_HSP,10,34,56
380,07_2015,OR,H_RECMND,4,24,72
381,07_2015,PA,H_CLEAN_HSP,8,18,74
382,07_2015,PA,H_COMP_1,4,16,80
383,07_2015,PA,H_COMP_2,4,16,80
384,07_2015,PA,H_COMP_3,8,24,68
385,07_2015,PA,H_COMP_5,19,17,64
386,07_2015,PA,H_COMP_6,13,0,87
387,07_2015,PA,H_COMP_7,5,44,51
388,07_2015,PA,H_HSP_RATING,8,22,70
389,07_2015,PA,H_QUIET_HSP,12,32,56
390,07_2015,PA,H_RECMND,5,25,70
391,07_2015,RI,H_CLEAN_HSP,8,18,74
392,07_2015,RI,H_COMP_1,5,15,80
393,07_2015,RI,H_COMP_2,5,15,80
394,07_2015,RI,H_COMP_3,10,24,66
395,07_2015,RI,H_COMP_5,20,17,63
396,07_2015,RI,H_COMP_6,13,0,87
397,07_2015,RI,H_COMP_7,5,44,51
398,07_2015,RI,H_HSP_RATING,8,22,70
399,07_2015,RI,H_QUIET_HSP,14,32,54
400,07_2015,RI,H_RECMND,5,23,72
401,07_2015,SC,H_CLEAN_HSP,10,18,72
402,07_2015,SC,H_COMP_1,5,14,81
403,07_2015,SC,H_COMP_2,4,12,84
404,07_2015,SC,H_COMP_3,10,22,68
405,07_2015,SC,H_COMP_5,18,16,66
406,07_2015,SC,H_COMP_6,14,0,86
407,07_2015,SC,H_COMP_7,6,42,52
408,07_2015,SC,H_HSP_RATING,8,21,71
409,07_2015,SC,H_QUIET_HSP,7,25,68
410,07_2015,SC,H_RECMND,5,25,70
411,07_2015,SD,H_CLEAN_HSP,6,18,76
412,07_2015,SD,H_COMP_1,3,15,82
413,07_2015,SD,H_COMP_2,3,13,84
414,07_2015,SD,H_COMP_3,5,21,74
415,07_2015,SD,H_COMP_5,13,18,69
416,07_2015,SD,H_COMP_6,12,0,88
417,07_2015,SD,H_COMP_7,4,41,55
418,07_2015,SD,H_HSP_RATING,7,18,75
419,07_2015,SD,H_QUIET_HSP,5,24,71
420,07_2015,SD,H_RECMND,4,20,76
421,07_2015,TN,H_CLEAN_HSP,9,18,73
422,07_2015,TN,H_COMP_1,5,15,80
423,07_2015,TN,H_COMP_2,4,13,83
424,07_2015,TN,H_COMP_3,9,22,69
425,07_2015,TN,H_COMP_5,18,17,65
426,07_2015,TN,H_COMP_6,14,0,86
427,07_2015,TN,H_COMP_7,6,43,51
428,07_2015,TN,H_HSP_RATING,8,21,71
429,07_2015,TN,H_QUIET_HSP,7,25,68
430,07_2015,TN,H_RECMND,6,24,70
431,07_2015,TX,H_CLEAN_HSP,8,17,75
432,07_2015,TX,H_COMP_1,4,16,80
433,07_2015,TX,H_COMP_2,4,12,84
434,07_2015,TX,H_COMP_3,9,21,70
435,07_2015,TX,H_COMP_5,17,16,67
436,07_2015,TX,H_COMP_6,14,0,86
437,07_2015,TX,H_COMP_7,5,42,53
438,07_2015,TX,H_HSP_RATING,7,20,73
439,07_2015,TX,H_QUIET_HSP,7,24,69
440,07_2015,TX,H_RECMND,5,21,74
441,07_2015,UT,H_CLEAN_HSP,7,20,73
442,07_2015,UT,H_COMP_1,3,18,79
443,07_2015,UT,H_COMP_2,2,15,83
444,07_2015,UT,H_COMP_3,6,24,70
445,07_2015,UT,H_COMP_5,15,20,65
446,07_2015,UT,H_COMP_6,11,0,89
447,07_2015,UT,H_COMP_7,5,38,57
448,07_2015,UT,H_HSP_RATING,5,20,75
449,07_2015,UT,H_QUIET_HSP,6,31,63
450,07_2015,UT,H_RECMND,3,20,77
451,07_2015,VA,H_CLEAN_HSP,9,19,72
452,07_2015,VA,H_COMP_1,5,16,79
453,07_2015,VA,H_COMP_2,4,15,81
454,07_2015,VA,H_COMP_3,10,25,65
455,07_2015,VA,H_COMP_5,19,17,64
456,07_2015,VA,H_COMP_6,13,0,87
457,07_2015,VA,H_COMP_7,6,43,51
458,07_2015,VA,H_HSP_RATING,8,23,69
459,07_2015,VA,H_QUIET_HSP,10,29,61
460,07_2015,VA,H_RECMND,5,25,70
461,07_2015,VT,H_CLEAN_HSP,6,16,78
462,07_2015,VT,H_COMP_1,3,16,81
463,07_2015,VT,H_COMP_2,4,14,82
464,07_2015,VT,H_COMP_3,6,22,72
465,07_2015,VT,H_COMP_5,15,18,67
466,07_2015,VT,H_COMP_6,11,0,89
467,07_2015,VT,H_COMP_7,4,40,56
468,07_2015,VT,H_HSP_RATING,6,23,71
469,07_2015,VT,H_QUIET_HSP,11,35,54
470,07_2015,VT,H_RECMND,3,21,76
471,07_2015,WA,H_CLEAN_HSP,8,19,73
472,07_2015,WA,H_COMP_1,4,18,78
473,07_2015,WA,H_COMP_2,4,16,80
474,07_2015,WA,H_COMP_3,8,25,67
475,07_2015,WA,H_COMP_5,18,18,64
476,07_2015,WA,H_COMP_6,13,0,87
477,07_2015,WA,H_COMP_7,5,43,52
478,07_2015,WA,H_HSP_RATING,7,23,70
479,07_2015,WA,H_QUIET_HSP,11,33,56
480,07_2015,WA,H_RECMND,5,23,72
481,07_2015,WI,H_CLEAN_HSP,5,15,80
482,07_2015,WI,H_COMP_1,2,15,83
483,07_2015,WI,H_COMP_2,3,13,84
484,07_2015,WI,H_COMP_3,5,22,73
485,07_2015,WI,H_COMP_5,13,18,69
486,07_2015,WI,H_COMP_6,10,0,90
487,07_2015,WI,H_COMP_7,4,40,56
488,07_2015,WI,H_HSP_RATING,5,19,76
489,07_2015,WI,H_QUIET_HSP,7,28,65
490,07_2015,WI,H_RECMND,3,22,75
491,07_2015,WV,H_CLEAN_HSP,8,18,74
492,07_2015,WV,H_COMP_1,5,16,79
493,07_2015,WV,H_COMP_2,4,14,82
494,07_2015,WV,H_COMP_3,9,23,68
495,07_2015,WV,H_COMP_5,18,18,64
496,07_2015,WV,H_COMP_6,13,0,87
497,07_2015,WV,H_COMP_7,5,45,50
498,07_2015,WV,H_HSP_RATING,9,24,67
499,07_2015,WV,H_QUIET_HSP,10,31,59
500,07_2015,WV,H_RECMND,6,28,66
501,07_2015,WY,H_CLEAN_HSP,7,20,73
502,07_2015,WY,H_COMP_1,4,17,79
503,07_2015,WY,H_COMP_2,4,14,82
504,07_2015,WY,H_COMP_3,6,22,72
505,07_2015,WY,H_COMP_5,15,16,69
506,07_2015,WY,H_COMP_6,11,0,89
507,07_2015,WY,H_COMP_7,5,43,52
508,07_2015,WY,H_HSP_RATING,9,24,67
509,07_2015,WY,H_QUIET_HSP,7,32,61
510,07_2015,WY,H_RECMND,5,29,66
511,07_2016,AK,H_CLEAN_HSP,7,21,72
512,07_2016,AK,H_COMP_1,4,18,78
513,07_2016,AK,H_COMP_2,3,15,82
514,07_2016,AK,H_COMP_3,6,21,73
515,07_2016,AK,H_COMP_5,14,23,63
516,07_2016,AK,H_COMP_6,9,0,91
517,07_2016,AK,H_COMP_7,5,43,52
518,07_2016,AK,H_HSP_RATING,7,24,69
519,07_2016,AK,H_QUIET_HSP,8,34,58
520,07_2016,AK,H_RECMND,4,27,69
521,07_2016,AL,H_CLEAN_HSP,10,18,72
522,07_2016,AL,H_COMP_1,5,14,81
523,07_2016,AL,H_COMP_2,3,11,86
524,07_2016,AL,H_COMP_3,10,21,69
525,07_2016,AL,H_COMP_5,19,15,66
526,07_2016,AL,H_COMP_6,14,0,86
527,07_2016,AL,H_COMP_7,6,43,51
528,07_2016,AL,H_HSP_RATING,7,21,72
529,07_2016,AL,H_QUIET_HSP,6,22,72
530,07_2016,AL,H_RECMND,5,24,71
531,07_2016,AR,H_CLEAN_HSP,9,17,74
532,07_2016,AR,H_COMP_1,4,16,80
533,07_2016,AR,H_COMP_2,4,11,85
534,07_2016,AR,H_COMP_3,9,22,69
535,07_2016,AR,H_COMP_5,18,17,65
536,07_2016,AR,H_COMP_6,16,0,84
537,07_2016,AR,H_COMP_7,6,43,51
538,07_2016,AR,H_HSP_RATING,8,20,72
539,07_2016,AR,H_QUIET_HSP,7,26,67
540,07_2016,AR,H_RECMND,5,25,70
541,07_2016,AZ,H_CLEAN_HSP,10,20,70
542,07_2016,AZ,H_COMP_1,5,18,77
543,07_2016,AZ,H_COMP_2,5,18,77
544,07_2016,AZ,H_COMP_3,9,25,66
545,07_2016,AZ,H_COMP_5,18,18,64
546,07_2016,AZ,H_COMP_6,13,0,87
547,07_2016,AZ,H_COMP_7,7,43,50
548,07_2016,AZ,H_HSP_RATING,9,21,70
549,07_2016,AZ,H_QUIET_HSP,11,31,58
550,07_2016,AZ,H_RECMND,6,24,70
551,07_2016,CA,H_CLEAN_HSP,10,20,70
552,07_2016,CA,H_COMP_1,6,19,75
553,07_2016,CA,H_COMP_2,6,16,78
554,07_2016,CA,H_COMP_3,12,26,62
555,07_2016,CA,H_COMP_5,20,19,61
556,07_2016,CA,H_COMP_6,15,0,85
557,07_2016,CA,H_COMP_7,7,45,48
558,07_2016,CA,H_HSP_RATING,10,22,68
559,07_2016,CA,H_QUIET_HSP,16,33,51
560,07_2016,CA,H_RECMND,7,24,69
561,07_2016,CO,H_CLEAN_HSP,7,18,75
562,07_2016,CO,H_COMP_1,3,17,80
563,07_2016,CO,H_COMP_2,3,15,82
564,07_2016,CO,H_COMP_3,7,23,70
565,07_2016,CO,H_COMP_5,15,18,67
566,07_2016,CO,H_COMP_6,12,0,88
567,07_2016,CO,H_COMP_7,5,40,55
568,07_2016,CO,H_HSP_RATING,6,19,75
569,07_2016,CO,H_QUIET_HSP,6,29,65
570,07_2016,CO,H_RECMND,4,21,75
571,07_2016,CT,H_CLEAN_HSP,9,20,71
572,07_2016,CT,H_COMP_1,4,16,80
573,07_2016,CT,H_COMP_2,5,16,79
574,07_2016,CT,H_COMP_3,10,26,64
575,07_2016,CT,H_COMP_5,19,18,63
576,07_2016,CT,H_COMP_6,13,0,87
577,07_2016,CT,H_COMP_7,5,44,51
578,07_2016,CT,H_HSP_RATING,9,24,67
579,07_2016,CT,H_QUIET_HSP,15,33,52
580,07_2016,CT,H_RECMND,5,25,70
581,07_2016,DC,H_CLEAN_HSP,17,22,61
